---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage,SpawnTemplateID
90281,"NSLOCTEXT("""", ""ItemTable_90281_Name"", ""Black Ice-Reinforced Wooden Gateway"")","NSLOCTEXT("""", ""ItemTable_90281_ShortDesc"", ""Framework for a large gate"")","NSLOCTEXT("""", ""ItemTable_90281_LongDesc"", ""The best battle, they say, is the one you never have to fight. With formidable enough gates, the enemies will think twice about attacking any fortress. Not simply because the scale of the gates has them concerned about getting inside, but because large gates imply large inhabitants and armies get nervous when they think they might be outnumbered.\nBlack Ice-Reinforced Wood  is one of the hardest building materials that can be created in the Exiled Lands. Weapons barely chip it and even explosive powder is not enough to weaken it in a single blow. Siege weapons or divine intervention are really the only way to bring down walls this strong."")","/Game/UI/Textures/Icons/icon_tier3_gateframe_highlands.icon_tier3_gateframe_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_HL_BuildGateFrame_T3.BP_HL_BuildGateFrame_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","3","1","0","0","0","16003","3","1","30","144","200000","13950.000000","NSLOCTEXT("""", ""ItemTable_90281_FirstModifier"", ""Cold Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90282,"NSLOCTEXT("""", ""ItemTable_90282_Name"", ""Black Ice-Reinforced Wooden Gate"")","NSLOCTEXT("""", ""ItemTable_90282_ShortDesc"", ""Sturdy doors to keep enemies at bay"")","NSLOCTEXT("""", ""ItemTable_90282_LongDesc"", ""These large doors are designed to allow access for large groups of people in and out of safe areas. Raiders and bandits make walls a must have in the Exiled Lands and the protection afforded by gates such as these should not be taken for granted.\nBlack Ice-Reinforced Wood  is one of the hardest building materials that can be created in the Exiled Lands. Weapons barely chip it and even explosive powder is not enough to weaken it in a single blow. Siege weapons or divine intervention are really the only way to bring down walls this strong."")","/Game/UI/Textures/Icons/icon_tier3_gate_doors_highlands.icon_tier3_gate_doors_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_HL_GateDoor_T3.BP_PL_HL_GateDoor_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","3","1","0","0","0","16003","3","1","30","1","32500","13950.000000","NSLOCTEXT("""", ""ItemTable_90282_FirstModifier"", ""Cold Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90283,"NSLOCTEXT("""", ""ItemTable_90283_Name"", ""Black Ice-Reinforced Crenelated Wall"")","NSLOCTEXT("""", ""ItemTable_90283_ShortDesc"", ""Crenelated walls for placing siege cauldrons and archers"")","NSLOCTEXT("""", ""ItemTable_90283_LongDesc"", ""<span style=\""italic\"">\'Under the walls the mailed figures swarmed, battering at the gates, rearing up scaling-ladders, pushing storming-towers, thronged with spearmen, against the turrets.\'</> - The Scarlet Citadel\n\nThe strength of walls during a siege is determined by two things - the strength of building itself and the ability of defenders to cleanly shoot enemies that are attacking.\n\nThese crenelated walls are a common design, effective at giving archers a clear space for firing on enemies as well as providing a niche for placing siege cauldrons and other defensive mechanisms."")","/Game/UI/Textures/Icons/icon_tier3_rampart_highlands.icon_tier3_rampart_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_HL_BuildCrenelatedWall.BP_HL_BuildCrenelatedWall_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","3","1","0","0","0","16003","3","1","30","55","70000","13950.000000","NSLOCTEXT("""", ""ItemTable_90283_FirstModifier"", ""Cold Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90284,"NSLOCTEXT("""", ""ItemTable_90284_Name"", ""Sandstone Hatch Frame"")","NSLOCTEXT("""", ""ItemTable_90284_ShortDesc"", ""A hatch frame made of sandstone"")","NSLOCTEXT("""", ""ItemTable_90284_LongDesc"", ""Every structure that has ever fallen to an enemy has been breached somewhere. And the breach point, more often than not, is the door.\n\nA door is only as strong as the place where it is anchored and many a would-be warlord has come to grief when their solidly constructed door was torn off at the anchor point.\n\nThe difference between a king and a pauper might just be the entrance to his kingdom."")","/Game/UI/Textures/Icons/icon_t1_trapdoor_frame.icon_t1_trapdoor_frame","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildTrapdoor.BP_BuildTrapdoor_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10001","9","1","10011","2","1","0","0","0","30","3","7000","19.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90285,"NSLOCTEXT("""", ""ItemTable_90285_Name"", ""Stonebrick Hatch Frame"")","NSLOCTEXT("""", ""ItemTable_90285_ShortDesc"", ""A hatch frame made of stonebrick"")","NSLOCTEXT("""", ""ItemTable_90285_LongDesc"", ""Every structure that has ever fallen to an enemy has been breached somewhere. And the breach point, more often than not, is the door.\n\nA door is only as strong as the place where it is anchored and many a would-be warlord has come to grief when their solidly constructed door was torn off at the anchor point.\n\nThe difference between a king and a pauper might just be the entrance to his kingdom."")","/Game/UI/Textures/Icons/icon_t2_trappdoor_frame.icon_t2_trappdoor_frame","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildTrapdoor_T2.BP_BuildTrapdoor_T2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16011","3","1","16021","2","1","0","0","0","30","13","35000","498.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90286,"NSLOCTEXT("""", ""ItemTable_90286_Name"", ""Reinforced Stone Hatch Frame"")","NSLOCTEXT("""", ""ItemTable_90286_ShortDesc"", ""A hatch frame made of reinforced stone"")","NSLOCTEXT("""", ""ItemTable_90286_LongDesc"", ""Every structure that has ever fallen to an enemy has been breached somewhere. And the breach point, more often than not, is the door.\n\nA door is only as strong as the place where it is anchored and many a would-be warlord has come to grief when their solidly constructed door was torn off at the anchor point.\n\nThe difference between a king and a pauper might just be the entrance to his kingdom."")","/Game/UI/Textures/Icons/icon_t3_trapdoor_frame.icon_t3_trapdoor_frame","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildTrapdoor_T3.BP_BuildTrapdoor_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16012","4","1","16021","2","1","16003","1","1","30","55","70000","5413.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90287,"NSLOCTEXT("""", ""ItemTable_90287_Name"", ""Insulated Wood Hatch Frame"")","NSLOCTEXT("""", ""ItemTable_90287_ShortDesc"", ""A hatch frame made of insulated wood"")","NSLOCTEXT("""", ""ItemTable_90287_LongDesc"", ""Every structure that has ever fallen to an enemy has been breached somewhere. And the breach point, more often than not, is the door.\n\nA door is only as strong as the place where it is anchored and many a would-be warlord has come to grief when their solidly constructed door was torn off at the anchor point.\n\nThe difference between a king and a pauper might just be the entrance to his kingdom."")","/Game/UI/Textures/Icons/icon_t2_trapdoor_frame_highlands.icon_t2_trapdoor_frame_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_HL_BuildTrapdoor_T2.BP_HL_BuildTrapdoor_T2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","2","1","0","0","0","16002","3","1","30","13","35000","156.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90288,"NSLOCTEXT("""", ""ItemTable_90288_Name"", ""Black Ice-Reinforced Hatch Frame"")","NSLOCTEXT("""", ""ItemTable_90288_ShortDesc"", ""A hatch frame made of black ice-reinforced wood"")","NSLOCTEXT("""", ""ItemTable_90288_LongDesc"", ""Every structure that has ever fallen to an enemy has been breached somewhere. And the breach point, more often than not, is the door.\n\nA door is only as strong as the place where it is anchored and many a would-be warlord has come to grief when their solidly constructed door was torn off at the anchor point.\n\nThe difference between a king and a pauper might just be the entrance to his kingdom."")","/Game/UI/Textures/Icons/icon_t3_trapdoor_frame_highlands.icon_t3_trapdoor_frame_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_HL_BuildTrapdoor_T3.BP_HL_BuildTrapdoor_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","2","1","0","0","0","16003","1","1","30","55","70000","4950.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90289,"NSLOCTEXT("""", ""ItemTable_90289_Name"", ""Crude Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90289_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90289_LongDesc"", ""Created from the most basic materials available in the Exiled Lands, this simple wooden door offers access to friends and denies it to foes.\nThe wood has aged in the desert sun and will not be strong enough to hold out determined foes, but it will keep the weather outside.\n"")","/Game/UI/Textures/Icons/icon_t1_trapdoor.icon_t1_trapdoor","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch.BP_PL_Hatch_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10011","19","1","0","0","0","0","0","0","30","1","2500","45.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90290,"NSLOCTEXT("""", ""ItemTable_90290_Name"", ""Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90290_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90290_LongDesc"", ""Shaped wooden planks reinforced with iron bands are used to create this solid door. While providing access, this door also provides significant protection against intruders."")","/Game/UI/Textures/Icons/icon_t2_trapdoor.icon_t2_trapdoor","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch_T2.BP_PL_Hatch_T2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16021","3","1","16002","6","1","0","0","0","30","1","12500","1311.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90291,"NSLOCTEXT("""", ""ItemTable_90291_Name"", ""Reinforced Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90291_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90291_LongDesc"", ""One of the strongest doors that can be crafted, the heavy door offers protection against everything but the most powerful of enemy tricks.\nRaging hordes have been kept at bay by such doors and with a simple locking mechanism they become proof against incursions into structures.\n"")","/Game/UI/Textures/Icons/icon_t3_trapdoor.icon_t3_trapdoor","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch_T3.BP_PL_Hatch_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16021","3","1","16003","3","1","0","0","0","30","1","25000","1503.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90292,"NSLOCTEXT("""", ""ItemTable_90292_Name"", ""Insulated Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90292_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90292_LongDesc"", ""Shaped wooden planks reinforced with iron bands are used to create this solid door. While providing access, this door also provides significant protection against intruders."")","/Game/UI/Textures/Icons/icon_t2_trapdoor_highlands.icon_t2_trapdoor_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch_T2_HL.BP_PL_Hatch_T2_HL_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","3","1","16002","6","1","0","0","0","30","13","12500","375.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90293,"NSLOCTEXT("""", ""ItemTable_90293_Name"", ""Black Ice-Reinforced Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90293_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90293_LongDesc"", ""One of the strongest doors that can be crafted, the heavy door offers protection against everything but the most powerful of enemy tricks.\nRaging hordes have been kept at bay by such doors and with a simple locking mechanism they become proof against incursions into structures.\n"")","/Game/UI/Textures/Icons/icon_t3_trapdoor_highlands.icon_t3_trapdoor_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch_T3_HL.BP_PL_Hatch_T3_HL_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","3","1","16003","3","1","18041","6","1","30","1","25000","1035.000000","","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90294,"NSLOCTEXT("""", ""ItemTable_90294_Name"", ""Left-sloping Inverted Sandstone Wall"")","NSLOCTEXT("""", ""ItemTable_90294_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90294_LongDesc"", ""Walls are a comfort for the timid, a strength to the strategist and a trap for the unwary.\nA barrier against the savage world, walls can be built as high as the stability of the foundations will allow. The strength of the materials used in their construction will determine how long they stay up.\nJust remember to add a door.\nCobbled together from ill-fitting stones buttressed by flimsy branches scavenged from the environment, this is barely a step above rubble.\nDespite its appearance, it will provide some protection from the elements and the predators that roam the Exiled Lands. Determined foes, however, will find it no barrier."")","/Game/UI/Textures/Icons/icon_t1_wall_triangle_flipped_top.icon_t1_wall_triangle_flipped_top","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSloped_Inverted.BP_BuildWallSloped_Inverted_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10001","14","1","10011","3","1","0","0","0","30","3","7000","31.000000","NSLOCTEXT("""", ""ItemTable_90294_FirstModifier"", ""Heat Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90295,"NSLOCTEXT("""", ""ItemTable_90295_Name"", ""Left-sloping Inverted Stonebrick Wall"")","NSLOCTEXT("""", ""ItemTable_90295_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90295_LongDesc"", ""Walls are a comfort for the timid, a strength to the strategist and a trap for the unwary.\nA barrier against the savage world, walls can be built as high as the stability of the foundations will allow. The strength of the materials used in their construction will determine how long they stay up.\nJust remember to add a door.\nBuilt of close fitting bricks of cut Stonebrick, reinforced by wooden slats that have been shaped to fit, this will provide a safe haven from the weather and strong front to any foes who come knocking.\n"")","/Game/UI/Textures/Icons/icon_t2_wall_triangle_flipped_top.icon_t2_wall_triangle_flipped_top","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSloped_Inverted_T2.BP_BuildWallSloped_Inverted_T2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16011","4","1","16021","2","1","16002","3","1","30","13","35000","702.000000","NSLOCTEXT("""", ""ItemTable_90295_FirstModifier"", ""Heat Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90296,"NSLOCTEXT("""", ""ItemTable_90296_Name"", ""Left-sloping Inverted Reinforced Stone Wall"")","NSLOCTEXT("""", ""ItemTable_90296_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90296_LongDesc"", ""These walls are useful for filling out gaps left by odd building pieces.\nReinforced Stone is one of the hardest building materials that can be created in the Exiled Lands. Weapons barely chip it and even explosive powder is not enough to weaken it in a single blow. Siege weapons or divine intervention are really the only way to bring down walls this strong."")","/Game/UI/Textures/Icons/icon_t3_wall_triangle_flipped_top.icon_t3_wall_triangle_flipped_top","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSloped_Inverted_T3.BP_BuildWallSloped_Inverted_T3_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16012","7","1","16021","3","1","16003","2","1","30","55","70000","9531.000000","NSLOCTEXT("""", ""ItemTable_90296_FirstModifier"", ""Heat Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90297,"NSLOCTEXT("""", ""ItemTable_90297_Name"", ""Left-sloping Inverted Insulated Wood Wall"")","NSLOCTEXT("""", ""ItemTable_90297_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90297_LongDesc"", ""Walls are a comfort for the timid, a strength to the strategist and a trap for the unwary.\nA barrier against the savage world, walls can be built as high as the stability of the foundations will allow. The strength of the materials used in their construction will determine how long they stay up.\nJust remember to add a door.\nBuilt of planks coated in resin for insulation, reinforced by wooden slats that have been shaped to fit, this will provide a safe haven from the weather and strong front to any foes who come knocking.\n"")","/Game/UI/Textures/Icons/icon_t2_wall_triangle_top_flipped_highlands.icon_t2_wall_triangle_top_flipped_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSloped_Inverted_T2_HL.BP_BuildWallSloped_Inverted_T2_HL_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","2","1","0","0","0","16002","3","1","30","13","35000","204.000000","NSLOCTEXT("""", ""ItemTable_90297_FirstModifier"", ""Cold Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90298,"NSLOCTEXT("""", ""ItemTable_90298_Name"", ""Left-sloping Inverted Black Ice-Reinforced Wall"")","NSLOCTEXT("""", ""ItemTable_90298_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90298_LongDesc"", ""Walls are a comfort for the timid, a strength to the strategist and a trap for the unwary.\nA barrier against the savage world, walls can be built as high as the stability of the foundations will allow. The strength of the materials used in their construction will determine how long they stay up.\nJust remember to add a door.\nBlack Ice-Reinforced Wood  is one of the hardest building materials that can be created in the Exiled Lands. Weapons barely chip it and even explosive powder is not enough to weaken it in a single blow. Siege weapons or divine intervention are really the only way to bring down walls this strong.\n"")","/Game/UI/Textures/Icons/icon_t3_wall_triangle_flipped_top_highlands.icon_t3_wall_triangle_flipped_top_highlands","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSloped_Inverted_T3_HL.BP_BuildWallSloped_Inverted_T3_HL_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11108","2","1","0","0","0","16003","2","1","30","55","70000","7650.000000","NSLOCTEXT("""", ""ItemTable_90298_FirstModifier"", ""Cold Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
90299,"NSLOCTEXT("""", ""ItemTable_90299_Name"", ""Right-sloping Inverted Sandstone Wall"")","NSLOCTEXT("""", ""ItemTable_90299_ShortDesc"", ""A sloping wallpiece"")","NSLOCTEXT("""", ""ItemTable_90299_LongDesc"", ""Walls are a comfort for the timid, a strength to the strategist and a trap for the unwary.\nA barrier against the savage world, walls can be built as high as the stability of the foundations will allow. The strength of the materials used in their construction will determine how long they stay up.\nJust remember to add a door.\nCobbled together from ill-fitting stones buttressed by flimsy branches scavenged from the environment, this is barely a step above rubble.\nDespite its appearance, it will provide some protection from the elements and the predators that roam the Exiled Lands. Determined foes, however, will find it no barrier."")","/Game/UI/Textures/Icons/icon_t1_wall_triangle_top.icon_t1_wall_triangle_top","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/BP_BuildWallSlopedFlipped_Inverted.BP_BuildWallSlopedFlipped_Inverted_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10001","14","1","10011","3","1","0","0","0","30","3","7000","31.000000","NSLOCTEXT("""", ""ItemTable_90299_FirstModifier"", ""Heat Insulated"")","","","","0","0","0.000000","65","0","None","-1","-1","1.000000","1.000000","True","None","None"
